VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 JF2SKAGC9LH542262,Subaru,Forester,2.5i Premium,2020,35696, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,28999,2, FL,29.5
 WP0AB2A76JL134999,Porsche,Panamera,4S AWD,2018,8435, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,95998,4, IL,24.5
 1C4BJWEG0EL299901,Jeep,Wrangler,Unlimited Altitude,2014,60843, Manual,4WD,Gas,Black,Black,0,3,Personaluse,31590,8, NC,18.5
 5GAERBKW2KJ171243,Buick,Enclave,Essence FWD,2019,31101, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,34998,3, TX,22.0
 SALYL2EX5KA780613,Land Rover,Rover Range Rover Velar,P250 R-Dynamic SE,2019,44395, Automatic,4WD,Gas,Black,Beige,0,1,Personaluse,50999,3, NJ,24.0
 7FARW2H8XKE059836,Honda,CR-V,EX-L AWD,2019,37002, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,31200,3, KS,30.0
 KM8J2CA44LU187365,Hyundai,Tucson,SE AWD,2020,51162, Automatic,AWD,Gas,Red,Black,0,1,Fleetuse,23998,2, FL,23.5
 KMHD84LF1KU778185,Hyundai,Elantra,SEL 2.0L Automatic,2019,31839, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,19838,3, MO,32.5
 3N1AB7AP2KY338773,Nissan,Sentra,S CVT,2019,48419, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,19950,3, WA,31.0
 4JGDA7FB4GA812479,Mercedes-Benz,GLE,GLE 63 S-Model AMG 4MATIC,2016,45777, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,56998,6, FL,15.0
 1FTEX1RG8HFA43548,Ford,F-150,Raptor SuperCab 5.5' Box 4WD,2017,52692, Automatic,4WD,Gas,White,Black,0,5,Personaluse,52998,5, MD,16.5
 JTEBU5JRXG5342815,Toyota,4Runner,SR5 V6 4WD,2016,47120, Automatic,4WD,Gas,Red,Black,0,2,Personaluse,32977,6, IA,19.0
 2T2YZMDA1LC243003,Lexus,RX,RX 350 F Sport Performance AWD,2020,8799, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,52998,2, TN,22.5
 WBSLZ9C53CC985422,BMW,M6,Convertible,2012,40731, Automatic,RWD,Gas,Black,Gray,0,2,Personaluse,42990,10, IA,17.0
 1FTMF1CB2LKD01400,Ford,F-150,XL Regular Cab 6.5' Box 2WD,2020,30164, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,29590,2, NC,22.0
 5N1AL0MM5DC321024,INFINITI,JX35,AWD,2013,138266, Automatic,AWD,Gas,Silver,Gray,0,3,Personaluse,13995,9, TX,20.0
 JTMZFREV3HJ701183,Toyota,RAV4,LE FWD,2017,56253, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,23998,5, IL,26.5
 JTJAM7BX7L5245801,Lexus,GX,GX 460 Premium,2020,14413, Automatic,4WD,Gas,Black,Brown,0,1,Personaluse,55000,2, OH,17.0
 1C4RJFCG9JC217305,Jeep,Grand Cherokee,Overland 4WD,2018,34913, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,37998,4, TN,21.5
 JN1BJ1CR9HW117531,Nissan,Rogue Sport,SL AWD,2017,80605, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,19999,5, TX,27.0
 3VW2K7AJ6FM227246,Volkswagen,Jetta,S Auto,2015,42745, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,15990,7, TX,28.5
 1GYFZER49KF136513,Cadillac,XT4,Sport FWD,2019,34451, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,34590,3, AZ,27.0
 1C4RJECG2GC418630,Jeep,Grand Cherokee,Overland RWD,2016,82677, Automatic,RWD,Gas,White,Black,1,2,Fleetuse,25998,6, FL,22.5
 5NPE24AF2HH532052,Hyundai,Sonata,Base 2.4L,2017,93741, Automatic,FWD,Gas,White,Gray,0,4,Personaluse,15590,5, SC,30.5
 2C3CDXHG6MH574586,Dodge,Charger,GT RWD,2021,12405, Automatic,RWD,Gas,Red,Black,0,1,Personaluse,34590,1, TX,24.5
 1FM5K8D84JGA33201,Ford,Explorer,XLT 4WD,2018,27952, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,32999,4, AZ,19.0
 2T3YFREV3JW419869,Toyota,RAV4,Limited FWD,2018,19356, Automatic,FWD,Gas,Red,Gray,2,1,Personaluse,30998,4, IN,26.0
 JTHBA30G255096081,Lexus,ES,ES 330,2005,130111, Automatic,FWD,Gas,Black,Beige,0,2,Personaluse,7995,17, TX,25.0
 1GCVKREC7FZ363424,Chevrolet,Silverado 1500,LT Z71 Double Cab Standard Box 4WD,2015,74943, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,28448,7, OH,19.5
 WA1BNAFY9K2042472,Audi,Q5,Premium Plus,2019,31898, Automatic,AWD,Gas,Black,Brown,0,2,Personaluse,36995,3, TX,24.5
 3C4NJDDB6JT239403,Jeep,Compass,Trailhawk 4WD,2018,28100, Automatic,4WD,Gas,Blue,Red,1,2,Personaluse,28998,4, TX,26.0
 KL4CJASB0KB786513,Buick,Encore,Preferred FWD,2019,11269, Automatic,FWD,Gas,White,Black,1,1,Personaluse,21695,3, FL,27.5
 5TDGZRAH6LS013060,Toyota,Highlander,XLE FWD,2020,34527, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,39998,2, TX,25.0
 JTHBA1D24H5050114,Lexus,IS,IS Turbo RWD,2017,23254, Automatic,RWD,Gas,White,Black,0,2,Personaluse,30590,5, TX,27.0
 LVY982MK4JP021488,Volvo,S90,T5 AWD Momentum,2018,25406, Automatic,AWD,Gas,Gray,Black,1,2,Fleetuse,32998,4, FL,27.5
 1C4RJFCGXJC478300,Jeep,Grand Cherokee,Overland 4WD,2018,41872, Automatic,4WD,Gas,White,Beige,0,1,Personaluse,36995,4, TX,21.5
 1C4RDHAG2KC852731,Dodge,Durango,SXT RWD,2019,30504, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,29990,3, CT,22.5
 2GNAXHEVXJ6258416,Chevrolet,Equinox,LS with 1LS FWD,2018,104208, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,16549,4, TX,29.0
 KM8NU13C99U081331,Hyundai,Veracruz,GLS FWD,2009,135725, Automatic,FWD,Gas,Blue,Beige,1,1,Personaluse,8495,13, TN,19.5
 WBAJE7C55KWD55266,BMW,5 ,540i xDrive,2019,36464, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,43595,3, TX,25.0
 4S3BNAB65K3009084,Subaru,Legacy,2.5i,2019,22332, Automatic,AWD,Gas,Silver,Gray,0,3,Personaluse,25998,3, PA,29.5
 SALRG2RV7K2400571,Land Rover,Rover Discovery,SE V6 Supercharged,2019,47644, Automatic,4WD,Diesel,White,Black,0,2,Personaluse,40998,3, TN,18.5
 1C6SRFET4LN144900,Ram,1500,"Rebel Quad Cab 6'4"" Box 4WD",2020,48751, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,41595,2, CO,21.5
 SALWR2KF3GA634252,Land Rover,Rover Range Rover Sport,HSE V6 Diesel,2016,98843, Automatic,4WD,Diesel,White,Beige,0,2,Personaluse,31987,6, AZ,25.0
 2T3F1RFV8KC001167,Toyota,RAV4,LE AWD,2019,23454, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,31522,3, CA,25.0
 1G1JD5SH5J4112966,Chevrolet,Sonic,LT Sedan Automatic,2018,28060, Automatic,FWD,Gas,White,Black,0,1,Personaluse,16590,4, MO,29.5
 JTJBARBZ8J2175461,Lexus,NX,NX 300 AWD,2018,55763, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,33998,4, CA,25.0
 58ABZ1B10KU004575,Lexus,ES,ES 350 Ultra Luxury,2019,20963, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,38990,3, VA,27.5
 WDC0G4KB6KV193515,Mercedes-Benz,GLC,GLC 300 4MATIC,2019,9330, Automatic,AWD,Gas,White,Black,0,1,Personaluse,39993,3, NJ,24.5
 1C4RDJEG9FC939145,Dodge,Durango,Citadel AWD,2015,68050, Automatic,AWD,Gas,Gray,Black,4,2,Personaluse,29998,7, CA,20.5
 1GCGSCE35G1258838,Chevrolet,Colorado,LT Crew Cab Short Box 2WD Automatic,2016,80362, Automatic,RWD,Gas,Gray,Black,0,2,Personaluse,25998,6, NY,23.5
 1G1BC5SM2H7172300,Chevrolet,Cruze,LS with 1SB Sedan Automatic,2017,51651, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,16590,5, NY,35.0
 5FNRL384X5B123949,Honda,Odyssey,EX,2005,124400, Automatic,FWD,Gas,Gold,Gray,0,1,Personaluse,7777,17, CA,22.0
 JTHBK1GG4G2213395,Lexus,ES,ES 350,2016,75304, Automatic,FWD,Gas,Gray,Beige,1,4,Personaluse,26998,6, TX,26.0
 4S4BSACC6J3339775,Subaru,Outback,2.5i Premium,2018,50554, Automatic,AWD,Gas,White,Gray,0,2,Personaluse,25100,4, OR,28.5
 JN8AS5MV2DW663465,Nissan,Rogue,S AWD,2013,50856, Automatic,AWD,Gas,White,Black,0,1,Personaluse,16990,9, NC,24.5
 1C4RJECG8HC878165,Jeep,Grand Cherokee,Overland RWD,2017,41497, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,31998,5, TX,22.5
 5NPD84LF6HH065354,Hyundai,Elantra,SE 2.0L Sedan Automatic (alt),2017,80959, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,14000,5, OH,33.5
 1FMCU0G69MUA15991,Ford,Escape,SE FWD,2021,19926, Automatic,FWD,Gas,Blue,Gray,0,1,Personaluse,26990,1, TX,31.0
 JTMP1RFV3KD011542,Toyota,RAV4,XLE AWD,2019,27898, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,31590,3, TX,29.0
 4S4BSETC2K3221120,Subaru,Outback,3.6R Touring,2019,20090, Automatic,AWD,Gas,Black,Brown,0,1,Personaluse,35998,3, TX,23.5
 WBA5R7C59KAJ86319,BMW,3 ,330i xDrive Sedan,2019,32270, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,36531,3, GA,29.5
 4T1BF1FK5GU244876,Toyota,Camry,SE I4 Automatic,2016,108022, Automatic,FWD,Gas,Silver,Black,0,4,Personaluse,17998,6, NY,30.0
 2C4RDGCG6LR197375,Dodge,Grand Caravan,SXT Wagon,2020,8215, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,35998,2, TX,21.0
 KNDJN2A25J7535674,Kia,Soul,Base Manual,2018,32325, Manual,FWD,Gas,Black,Black,0,1,Personaluse,16990,4, TN,27.0
 4S4BSAHC4J3376493,Subaru,Outback,2.5i Premium,2018,27726, Automatic,AWD,Gas,Gray,Gray,0,2,Personaluse,28998,4, IN,28.5
 JF2GTACC9KH313250,Subaru,Crosstrek,2.0i Premium CVT,2019,15298, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,27990,3, CO,30.0
 1ZVHT85H065195338,Ford,Mustang,GT Premium Convertible,2006,120274, Manual,RWD,Gas,Red,Beige,0,2,Personaluse,11500,16, OR,21.0
 LYV102RM0KB283950,Volvo,XC60,T5 R-Design AWD,2019,17892, Automatic,AWD,Gas,White,Black,0,1,Personaluse,41998,3, FL,23.5
 3KPC24A64NE169759,Hyundai,Accent,SE,2022,178, Automatic,FWD,Gas,White,Black,0,1,Personaluse,22474,0, NC,37.0
 NMTKHMBX1JR032942,Toyota,C-HR,XLE FWD,2018,18793, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,24590,4, TX,29.0
 5N1AL0MM2DC353669,INFINITI,JX35,AWD,2013,55667, Automatic,AWD,Gas,Black,Gray,0,3,Personaluse,26998,9, VA,20.0
 1FMCU0GX6GUB90213,Ford,Escape,SE FWD,2016,141358, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,11488,6, TX,27.5
 1VWAT7A34HC063686,Volkswagen,Passat,S 1.8T Auto,2017,40291, Automatic,FWD,Gas,White,Black,0,1,Personaluse,18590,5, NY,28.5
 WA1L2AFP1GA071031,Audi,Q5,Premium Plus 2.0T quattro,2016,65632, Automatic,AWD,Gas,Gray,Black,0,3,Personaluse,26998,6, TX,24.0
 5NPD84LF8JH245571,Hyundai,Elantra,SEL 2.0L Sedan Automatic,2018,95739, Automatic,FWD,Gas,Blue,Gray,0,1,Personaluse,15590,4, ID,32.5
 1C4HJWEG3JL923016,Jeep,Wrangler,Unlimited Sahara (JK),2018,65206, Automatic,4WD,Gas,Silver,Black,0,2,Fleetuse,33590,4, OH,18.5
 1C6RREHM7LN246298,Ram,1500,"Limited Crew Cab 5'7"" Box 2WD",2020,13274, Automatic,RWD,Diesel,Black,Black,0,1,Personaluse,55998,2, CO,22.5
 5UXTR9C53JLD74960,BMW,X3,xDrive30i,2018,17505, Automatic,AWD,Gas,Black,Black,1,1,Personaluse,35998,4, MI,25.5
 1HGCV2F52LA008338,Honda,Accord,EX-L 2.0T Automatic,2020,11532, Automatic,FWD,Gas,White,Black,0,1,Personaluse,33998,2, TX,27.0
 WBA8E1C55JA756790,BMW,3 ,330e iPerformance Plug-In Hybrid RWD,2018,18830, Automatic,RWD,Hybrid,White,Black,0,1,Personaluse,34998,4, KS,23.5
 2C4RC1BG9GR174633,Chrysler,Town Country,Touring,2016,73994, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,21998,6, TX,21.0
 KM8R34HE3MU279749,Hyundai,Palisade,SEL FWD,2021,24564, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,39998,1, TX,22.5
 1GC2KZEG9JZ171789,Chevrolet,Silverado 3500HD,LT Double Cab Long Box 4WD,2018,66328, Automatic,4WD,Gas,White,Black,0,1,Personaluse,39995,4, NY,29.0
 19UUB6F48MA008406,Acura,TLX,SH-AWD with Technology Package,2021,14785, Automatic,AWD,Gas,Gray,Brown,0,1,Personaluse,38930,1, IA,26.5
 5FNYF48889B021048,Honda,Pilot,Touring with Navigation 4WD,2009,182556, Automatic,4WD,Gas,White,Blue,0,2,Personaluse,7995,13, FL,19.0
 1C6RR7TT8LS120155,Ram,1500 ,"SLT Crew Cab 6'4"" Box 4WD",2020,49594, Automatic,4WD,Gas,Red,Gray,0,1,Fleetuse,33590,2, FL,18.0
 JTJSARBZ7M5022573,Lexus,NX,NX 300 F Sport FWD,2021,8202, Automatic,FWD,Gas,White,Red,0,1,Personaluse,42990,1, FL,25.0
 3MW5R7J03M8B90288,BMW,3 ,330i xDrive,2021,15360, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,44000,1, NC,29.5
 5TDZARFH5GS020306,Toyota,Highlander,LE I4 FWD,2016,63184, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,24998,6, TX,22.5
 WBA7E4C53KGV70323,BMW,7 ,740i xDrive,2019,31945, Automatic,AWD,Gas,Silver,Black,0,1,Fleetuse,50590,3, CA,24.5
 5UXKU2C50G0N83016,BMW,X6,xDrive35i AWD,2016,98282, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,30990,6, AL,21.0
 JM3KFBCMXK0591031,Mazda,CX-5,Touring AWD,2019,30279, Automatic,AWD,Gas,Gray,Black,1,1,Personaluse,28500,3, TX,27.0
 1G1PA5SG3E7151523,Chevrolet,Cruze,LS Automatic,2014,93102, Automatic,FWD,Gas,Silver,Black,0,3,Personaluse,11499,8, TX,28.5
 JTHBA1D2XJ5069384,Lexus,IS,IS 300 RWD,2018,58473, Automatic,RWD,Gas,Silver,Black,1,2,Personaluse,28998,4, MD,27.0
 1FMCU0F75JUC18916,Ford,Escape,S FWD,2018,51611, Automatic,FWD,Gas,Blue,Black,0,1,Fleetuse,19998,4, TX,25.0
 5GAEVAKW4JJ215151,Buick,Enclave,Essence AWD,2018,52296, Automatic,AWD,Gas,White,Gray,1,2,Personaluse,30990,4, FL,21.0
 JN8AS5MVXBW684495,Nissan,Rogue,SV AWD,2011,101491, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,9499,11, NC,24.0
 1GNLCDEC5HR351046,Chevrolet,Tahoe,2WD 4dr Commercial,2017,22198, Automatic,RWD,Gas,White,Black,1,3,Personaluse,33199,5, TX,19.5
 4T1B61HK0JU041818,Toyota,Camry,XSE I4 Automatic,2018,60229, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,27998,4, CA,33.5
 1V2KR2CA8JC520993,Volkswagen,Atlas,V6 SE 4MOTION,2018,48196, Automatic,AWD,Gas,Gray,Black,1,2,Personaluse,30790,4, TX,20.0
 1C4RJFBG1HC899446,Jeep,Grand Cherokee,Limited 4WD,2017,91718, Automatic,4WD,Gas,White,Black,0,2,Personaluse,25990,5, TX,21.5
 JTMF1RFV3KD514936,Toyota,RAV4,LE AWD,2019,33986, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,29500,3, WA,30.5
 4T1BD1FK7DU089278,Toyota,Camry,Hybrid XLE,2013,109937, Automatic,FWD,Hybrid,White,Gray,0,1,Personaluse,16998,9, CA,39.0
 4JGDA5HBXJB142956,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,2018,28989, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,40395,4, PA,20.0
 SALWR2RY6LA715165,Land Rover,Rover Range Rover Sport,HSE Plug-In Hybrid,2020,15333, Automatic,4WD,Hybrid,Gray,Black,0,1,Personaluse,71998,2, CA,19.5
 3C4PDDEG7HT697231,Dodge,Journey,GT AWD,2017,18165, Automatic,AWD,Gas,White,Black,1,1,Personaluse,24998,5, TX,20.0
 1C4BJWEG4JL858733,Jeep,Wrangler,Unlimited Sahara (JK),2018,34316, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,35993,4, FL,18.5
 1FT7W2A6XNEC09185,Ford,Super Duty F-250,XL Crew Cab 8' Box 2WD,2022,3634, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,55998,0, CA,22.0
 19XFL1H81NE009225,Honda,Civic,Sport Touring Hatchback CVT,2022,7022, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,35998,0, FL,33.5
 4T1B11HK1JU569849,Toyota,Camry,LE I4 Automatic,2018,84791, Automatic,FWD,Gas,Blue,Gray,0,1,Personaluse,20995,4, MI,33.5
 1FT8W3BN3NEC66036,Ford,Super Duty F-350,XLT Crew Cab 6.75' Box SRW 4WD,2022,11024, Automatic,4WD,Gas,Gray,Gray,0,1,Personaluse,65998,0, TX,22.0
 1N6ED1EJ3NN619622,Nissan,Frontier,SV Crew Cab 2WD,2022,14155, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,33998,0, CA,21.0
 5TFAY5F14GX526563,Toyota,Tundra,Platinum CrewMax 5.5' Bed 5.7L V8 4WD,2016,55157, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,38595,6, OH,15.0
 WMWXP7C59F2A39645,MINI,Hardtop,S Hardtop 2-Door,2015,51133, Automatic,FWD,Gas,Red,Black,0,2,Fleetuse,18990,7, FL,29.0
 1FA6P8TH1J5159111,Ford,Mustang,EcoBoost Fastback,2018,23659, Manual,RWD,Gas,Gray,Black,0,2,Personaluse,26140,4, CA,25.5
 ZAM45VLA1J0253877,Maserati,GranTurismo,Sport Coupe,2018,47701, Automatic,RWD,Gas,Black,Red,0,1,Fleetuse,68997,4, OH,17.0
 5J6RM4H91GL036692,Honda,CR-V,Touring AWD,2016,44006, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,25988,6, TX,28.0
 1C4RJFAG0KC669390,Jeep,Grand Cherokee,Upland 4WD,2019,49618, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,32000,3, NY,21.5
 5LMJJ2LT6HEL10888,Lincoln,Navigator,Reserve 4WD,2017,75416, Automatic,4WD,Gas,White,Black,0,4,Personaluse,35998,5, TX,17.5
 1C6HJTAG5LL139872,Jeep,Gladiator,Sport S,2020,6436, Manual,4WD,Gas,Black,Black,0,1,Personaluse,41990,2, CA,19.5
 3VWC57BU5MM025497,Volkswagen,Jetta,S Automatic,2021,11855, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,22998,1, NC,34.0
 JM3KFACM7M1351958,Mazda,CX-5,Touring FWD,2021,44129, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25497,1, NJ,28.0
 1FAHP2D86JG126534,Ford,Taurus,SE FWD,2018,69697, Automatic,FWD,Gas,Silver,Beige,0,1,Personaluse,17590,4, TX,22.5
 3TMGZ5AN4GM023090,Toyota,Tacoma,Limited Double Cab 5' Bed V6 4WD Automatic,2016,85705, Automatic,4WD,Gas,White,Brown,2,3,Personaluse,32998,6, FL,20.5
 3GKALTEV9JL347904,GMC,Terrain,SLE AWD,2018,30309, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,25802,4, CO,26.0
 WAUM2AF25KN043035,Audi,A6,Prestige 3.0,2019,50257, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,44998,3, FL,25.5
 1FMCU9G61LUA19441,Ford,Escape,SE AWD,2020,46396, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,24998,2, CA,28.5
 3C4PDCAB1LT220503,Dodge,Journey,SE Value FWD,2020,45590, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,21998,2, NJ,22.0
 4JGDF7CE4DA229423,Mercedes-Benz,GL,GL 450 4MATIC,2013,39548, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,29990,9, CA,16.5
 5NPDH4AE3GH772744,Hyundai,Elantra,Limited Sedan Automatic,2016,46153, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,17990,6, CA,33.0
 5UXTR9C52KLR08108,BMW,X3,xDrive30i AWD,2019,37808, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,36995,3, CA,25.5
 5TFCZ5AN4MX248453,Toyota,Tacoma,SR5 Double Cab 5' Bed V6 4WD Automatic,2021,9390, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,41990,1, CO,20.0
 3TYAX5GN1NT039400,Toyota,Tacoma,SR5 Double Cab 5' Bed I4 2WD Automatic,2022,7770, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,36998,0, NM,21.5
 3VV4B7AX4KM006126,Volkswagen,Tiguan,SEL Premium R-Line 4MOTION,2019,49368, Automatic,AWD,Gas,Black,Black,0,2,Personaluse,29595,3, NM,25.0
 JM3KFBCM3K0675000,Mazda,CX-5,Touring AWD,2019,33150, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,26998,3, OH,27.0
 5NPE34AB6FH062292,Hyundai,Sonata,Sport 2.0T (alt),2015,49511, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,20998,7, IA,27.5
 ZACCJBBB1JPG75856,Jeep,Renegade,Latitude 4WD,2018,39218, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,22998,4, CA,27.5
 WBA5R1C57KAK10050,BMW,3 ,330i Sedan RWD,2019,27010, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,35998,3, OK,31.0
 3GNAXUEV4KL146667,Chevrolet,Equinox,LT with 1LT AWD,2019,47418, Automatic,AWD,Gas,Blue,Black,0,2,Personaluse,23391,3, CA,27.5
 JTDEPRAEXLJ013238,Toyota,Corolla,LE CVT,2020,8977, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,23998,2, CA,34.0
 5UXJU2C53KLN64172,BMW,X5,xDrive50i,2019,19840, Automatic,AWD,Gas,Black,Brown,0,4,Personaluse,66998,3, CA,19.5
 5NMS53AA6LH251550,Hyundai,Santa Fe,Limited 2.0T FWD,2020,19640, Automatic,FWD,Gas,White,Beige,0,2,Personaluse,35998,2, FL,23.5
 WDDWF8EB4LR557081,Mercedes-Benz,C-Class,C 300 Sedan 4MATIC,2020,64831, Automatic,AWD,Gas,Blue,Beige,0,2,Personaluse,28555,2, NC,28.0
 KM8J3CA24GU055028,Hyundai,Tucson,Limited AWD,2016,98140, Automatic,AWD,Gas,Brown,Beige,0,2,Personaluse,17500,6, CA,26.0
 1V2LR2CA6JC522990,Volkswagen,Atlas,V6 SE 4MOTION,2018,61514, Automatic,AWD,Gas,Silver,Black,0,2,Personaluse,29590,4, TX,20.0
 5TDJZRFH5HS418297,Toyota,Highlander,XLE V6 AWD,2017,67139, Automatic,AWD,Gas,Silver,Gray,0,2,Personaluse,31800,5, IA,23.0
 1C3CCCCG9FN509809,Chrysler,200,C FWD,2015,52307, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,18590,7, FL,29.5
 1C4RJFAGXKC739350,Jeep,Grand Cherokee,Laredo 4WD,2019,41855, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,29590,3, FL,21.5
 3GNCJKSBXJL367844,Chevrolet,Trax,LS FWD,2018,3879, Automatic,FWD,Gas,White,Black,0,1,Personaluse,20590,4, TX,29.0
 WDDUG8FB8FA194208,Mercedes-Benz,S-Class,S 550 4MATIC Sedan,2015,104305, Automatic,AWD,Gas,Black,Black,0,3,Personaluse,34990,7, VA,21.0
 1GCRYCEF5KZ245874,Chevrolet,Silverado 1500,Custom Trail Boss Double Cab Standard Box 4WD,2019,54072, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,39998,3, NJ,16.0
 JF2GTANC7KH257676,Subaru,Crosstrek,2.0i Limited CVT,2019,48003, Automatic,AWD,Gas,Gray,Black,0,2,Personaluse,28998,3, NJ,30.0
 1FA6P8CF5J5114106,Ford,Mustang,GT Premium Fastback,2018,17057, Manual,RWD,Gas,Blue,Black,0,3,Personaluse,37998,4, TN,20.0
 1FTEW1EP3LKF31122,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2020,7887, Automatic,4WD,Gas,Blue,Beige,0,1,Personaluse,50995,2, TX,20.5
 KL7CJPSB0MB330701,Chevrolet,Trax,LT AWD,2021,35515, Automatic,AWD,Gas,Gray,Black,0,1,Fleetuse,22590,1, GA,26.5
 1V2BR2CA6NC530539,Volkswagen,Atlas,3.6L V6 SEL 4MOTION,2022,2564, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,51998,0, TX,20.0
 3GNCJLSB4LL219861,Chevrolet,Trax,LT FWD,2020,26195, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,21988,2, VA,28.5
 1HGCV1F36MA100255,Honda,Accord,Sport 1.5T CVT,2021,18690, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,31995,1, NC,32.0
 WBA4J7C56KBM74179,BMW,4 ,440i xDrive Gran Coupe,2019,50350, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,36987,3, CA,26.0
 JM3KFBDL9H0188916,Mazda,CX-5,Grand Touring AWD,2017,65467, Automatic,AWD,Gas,Gray,Beige,0,2,Personaluse,25998,5, KS,26.0
 5N1AT3BB5MC735469,Nissan,Rogue,SV AWD,2021,42828, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,30797,1, TX,28.5
 1FTEW1EPXLKE85370,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2020,28686, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,39395,2, FL,20.5
 2FMGK5D80KBA08182,Ford,Flex,Limited FWD,2019,55076, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,27998,3, AZ,19.5
 JTELU5JR1N5978458,Toyota,4Runner,TRD Pro 4WD,2022,4008, Automatic,4WD,Gas,Green,Black,0,1,Personaluse,60590,0, NY,17.5
 MAJ6S3JL6LC365306,Ford,EcoSport,SES 4WD,2020,45240, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,20997,2, FL,26.0
 5N1AZ2AS2LN118642,Nissan,Murano,S AWD,2020,18639, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,32995,2, IN,24.0
